Recommended,Suggestion_Id,Responses,Views,Votes_Up,Votes_Down,Author_Id,Author_Join (in terms of how many days since they joined),Author_TotalPosts,Author_PostsPerDay
0,213046,18,203,25,0,1229073,637,114,0.2
0,213047,4,216,0,2,1248106,616,360,0.6
0,213049,5,95,1,1,719060,972,104,0.1
0,213053,76,1877,77,9,156029,1368,980,0.7
0,213054,4,54,1,1,749248,944,279,0.3
0,213061,21,740,7,0,397083,1213,303,0.3
0,213064,16,288,7,14,749248,944,279,0.3
0,213081,7,143,0,0,637845,1020,1341,1.3
0,213092,0,56,1,0,1229073,637,114,0.2
0,213098,15,192,4,7,1252911,610,3,0
0,213106,15,406,1,8,955135,791,700,0.9
0,213107,1,74,1,0,532144,1085,183,0.2
1,213126,56,4095,171,24,293,1620,3087,1.9
0,213129,9,138,1,7,729496,965,1760,1.8
0,213132,3,108,0,3,905651,825,327,0.4
0,213146,6,115,3,1,23585,1570,341,0.2
0,213150,5,93,3,1,2182,1619,1107,0.7
0,213151,4,78,2,1,2182,1619,1107,0.7
0,213152,8,95,2,3,2182,1619,1107,0.7
0,213160,1,59,0,0,745509,949,515,0.5
0,213163,13,191,0,8,337414,1258,29,0
0,213170,4,40,1,2,337414,1258,29,0
0,213180,9,136,4,1,1244013,620,66,0.1
0,213193,30,2170,21,24,482873,1151,260,0.2
0,213211,18,332,17,4,66633,1545,336,0.2
0,213213,4,55,1,0,289693,1293,14,0
0,213217,13,143,0,12,1243931,620,50,0.1
1,213231,28,625,44,0,696697,984,307,0.3
0,213234,17,170,10,7,30181,1566,331,0.2
0,213246,3,95,1,0,749248,944,279,0.3
0,213249,0,33,0,0,108241,1387,364,0.3
0,213315,9,112,3,0,1253903,609,11,0
0,213322,32,578,19,5,271631,1306,2249,1.7
0,213334,26,402,17,1,398449,1212,1694,1.4
0,213356,7,77,0,0,282025,1299,249,0.2
0,213372,4,77,0,2,804668,893,6,0
0,213378,1,24,0,0,1254217,608,2,0
0,213379,2,122,2,0,1254217,608,2,0
0,213385,26,508,15,2,156029,1368,980,0.7
0,213394,7,94,0,8,749248,944,279,0.3
0,213404,13,165,4,1,1244013,620,66,0.1
0,213432,7,126,3,1,261495,1312,1464,1.1
0,213460,8,101,2,1,1254151,609,8,0
0,213475,5,208,4,0,208936,1339,200,0.1
0,213529,20,261,2,2,661745,1006,7,0
0,213530,1,47,0,0,661745,1006,7,0
0,213560,9,156,0,5,597008,1046,547,0.5
0,213593,1,16,0,0,1253375,609,30,0
0,213597,0,62,0,0,1241457,623,42,0.1
0,213598,1,60,0,0,868663,862,148,0.2
0,213599,8,178,5,1,1241457,623,42,0.1
0,213605,10,168,1,1,1131862,707,309,0.4
0,213609,100,6038,206,11,419209,1201,2126,1.8
0,213610,12,254,10,8,32860,1565,588,0.4
0,213618,3,49,2,3,1186798,678,1353,2
0,213647,36,554,15,7,1214701,663,997,1.5
0,213650,14,438,10,3,749248,944,279,0.3
0,213665,3,67,0,2,208196,1340,280,0.2
0,213674,1,27,0,0,695688,985,739,0.8
0,213699,20,622,17,1,208936,1339,200,0.1
0,213726,2,89,2,0,1138370,704,4,0
0,213727,7,136,1,0,868663,862,148,0.2
0,213730,17,921,15,6,762326,929,130,0.1
0,213747,1,67,0,0,863554,866,3,0
0,213749,1,58,1,0,863554,866,3,0
0,213750,1,61,0,0,863554,866,3,0
0,213754,24,399,11,8,410399,1206,537,0.4
0,213758,2,58,1,0,762326,929,130,0.1
0,213761,16,159,4,10,1241000,624,10,0
0,213771,0,20,1,0,57085,1551,117,0.1
0,213780,5,65,1,2,436725,1192,522,0.4
0,213790,20,249,12,4,839690,877,454,0.5
0,213865,5,194,0,4,1256230,606,8,0
0,213878,6,101,2,4,1221292,655,1113,1.7
0,213885,17,434,8,11,477561,1161,966,0.8
0,213887,10,162,3,5,124169,1381,278,0.2
0,213891,31,469,45,0,156029,1368,980,0.7
0,213906,27,686,18,3,696697,984,307,0.3
0,213918,9,147,0,2,1019404,760,461,0.6
1,213934,34,681,49,2,749248,944,279,0.3
0,213942,3,64,0,1,72728,1541,7,0
0,213988,19,1856,17,3,1009481,765,333,0.4
0,213997,11,178,2,1,1221292,655,1113,1.7
0,214009,9,143,2,4,13980,1593,3978,2.5
0,214020,31,418,36,0,2182,1619,1107,0.7
0,214061,11,918,3,8,1019150,760,287,0.4
0,214120,33,934,15,1,1257687,604,109,0.2
0,214130,8,122,1,9,1154654,695,462,0.7
0,214135,4,110,2,0,1154654,695,462,0.7
0,214137,30,439,30,4,1094281,727,10,0
0,214144,11,158,0,10,4702,1615,4258,2.6
0,214146,7,120,3,3,4702,1615,4258,2.6
0,214150,4,73,6,0,1244140,620,5,0
0,214184,8,107,6,1,458452,1178,215,0.2
0,214197,1,31,0,0,1228274,638,376,0.6
0,214212,52,2220,64,19,839690,877,454,0.5
0,214215,8,184,2,5,749248,944,279,0.3
0,214220,4,79,3,1,1228274,638,376,0.6
0,214223,9,162,0,3,701908,981,82,0.1
0,214247,5,95,4,0,271631,1306,2249,1.7
0,214270,5,240,1,0,795768,901,153,0.2
1,214276,37,1482,57,5,167042,1362,603,0.4
0,214283,6,132,1,2,79273,1535,457,0.3
0,214304,9,244,1,1,682099,993,58,0.1
1,214310,35,1134,46,1,716219,973,801,0.8
0,214323,9,159,5,6,478933,1159,580,0.5
0,214324,10,231,3,3,150709,1370,1220,0.9
0,214347,5,101,2,5,858148,868,2130,2.5
0,214352,5,92,4,0,1004496,767,11,0
0,214362,35,519,13,7,1143837,701,2942,4.2
0,214369,0,68,1,0,951455,793,6,0
0,214374,1,84,2,4,1620,1619,95,0.1
0,214378,6,94,2,0,750912,942,194,0.2
0,214393,6,101,1,4,78766,1536,102,0.1
0,214411,3,57,0,0,1228114,638,234,0.4
0,214415,8,820,14,0,1162112,691,560,0.8
0,214429,13,208,2,5,1254889,608,82,0.1
0,214447,43,1017,35,18,839690,877,454,0.5
0,214470,9,91,1,2,79273,1535,457,0.3
0,214475,12,142,11,0,271631,1306,2249,1.7
0,214484,14,542,4,4,1156819,694,408,0.6
0,214503,7,119,1,1,499326,1114,382,0.3
0,214513,3,62,1,3,858148,868,2130,2.5
0,214535,28,475,16,5,858148,868,2130,2.5
0,214541,45,1485,31,7,1228114,638,234,0.4
0,214557,1,23,0,0,750912,942,194,0.2
0,214558,5,104,1,0,750912,942,194,0.2
0,214568,2,21,0,0,723951,969,12,0
0,214571,16,211,3,3,723951,969,12,0
1,214588,24,317,34,0,716219,973,801,0.8
0,214604,26,354,35,1,1221292,655,1113,1.7
0,214625,1,56,0,0,586366,1052,107,0.1
0,214632,12,559,15,5,4290,1616,90,0.1
0,214649,5,113,0,2,91990,1514,744,0.5
0,214653,18,190,1,5,1176964,683,330,0.5
0,214664,2,60,2,1,586366,1052,107,0.1
0,214685,20,361,13,12,858148,868,2130,2.5
0,214696,43,1431,64,6,156076,1368,410,0.3
0,214698,26,540,31,2,78338,1536,43,0
0,214714,3,48,3,2,1366,1619,384,0.2
0,214720,5,83,1,0,923973,809,3,0
0,214723,56,882,22,7,741526,953,215,0.2
0,214760,5,107,1,3,841944,876,5,0
0,214776,10,158,0,9,750394,943,54,0.1
0,214794,10,426,4,2,1245232,619,248,0.4
0,214801,6,75,0,1,1260932,600,2,0
0,214819,8,127,2,1,300118,1285,1,0
0,214824,8,185,2,0,1030895,756,686,0.9
0,214837,10,106,6,3,394835,1214,5956,4.9
0,214851,37,472,24,5,696697,984,307,0.3
0,214852,9,145,0,3,1176964,683,330,0.5
0,214865,15,155,6,1,403465,1210,3,0
0,214871,5,77,2,5,881302,850,208,0.2
1,214875,90,10838,47,4,924382,809,1206,1.5
0,214876,3,75,1,3,881302,850,208,0.2
0,214896,9,238,5,1,1179851,682,677,1
0,214898,6,167,8,1,25150,1568,11,0
0,214899,3,78,1,0,115808,1384,460,0.3
0,214918,7,100,0,0,1260498,600,901,1.5
0,214944,1,22,0,0,208936,1339,200,0.1
0,214950,47,1813,13,3,208936,1339,200,0.1
0,214951,3,74,0,0,1002118,769,28,0
0,214984,33,2098,40,8,410604,1206,1757,1.5
0,214997,64,1407,29,1,478933,1159,580,0.5
0,215046,25,904,15,4,550387,1070,821,0.8
0,215051,14,373,14,1,550387,1070,821,0.8
0,215072,13,254,4,1,410604,1206,1757,1.5
0,215088,4,91,3,0,1002118,769,28,0
0,215093,10,326,7,2,394835,1214,5956,4.9
0,215094,14,292,1,8,79273,1535,457,0.3
0,215095,11,164,4,2,394835,1214,5956,4.9
0,215096,18,593,4,2,397083,1213,303,0.3
0,215097,6,122,2,0,451484,1182,73,0.1
0,215098,28,816,25,5,394835,1214,5956,4.9
0,215111,12,338,5,4,79273,1535,457,0.3
0,215139,5,87,6,0,32071,1565,7,0
0,215146,5,127,2,0,60728,1549,1699,1.1
0,215150,8,131,1,2,1143837,701,2942,4.2
0,215155,4,132,1,0,381843,1223,633,0.5
0,215169,7,152,0,2,988511,776,5,0
0,215181,17,334,20,0,716219,973,801,0.8
1,215182,30,673,52,2,716219,973,801,0.8
1,215183,29,509,30,1,716219,973,801,0.8
0,215201,28,1213,14,14,167042,1362,603,0.4
0,215228,7,141,1,1,876201,855,1646,1.9
0,215252,10,173,5,3,36710,1563,837,0.5
1,215257,25,1054,45,2,36710,1563,837,0.5
0,215259,5,113,1,0,695688,985,739,0.8
0,215275,13,325,2,3,1143837,701,2942,4.2
0,215293,2,89,0,0,379431,1224,107,0.1
0,215297,2,135,0,0,58842,1550,18,0
0,215298,9,110,8,0,528577,1086,24,0
1,215311,24,630,38,1,36710,1563,837,0.5
0,215345,5,82,0,0,1251317,612,8,0
0,215404,9,288,4,8,107143,1388,63,0
0,215413,4,62,2,0,332520,1262,274,0.2
0,215426,6,174,4,3,695688,985,739,0.8
0,215487,21,381,9,16,125016,1381,8,0
0,215539,21,377,20,2,987998,776,5482,7.1
0,215544,1,26,0,0,987998,776,5482,7.1
0,215545,14,245,1,4,1062572,742,20,0
1,215547,33,540,39,0,987998,776,5482,7.1
0,215548,8,176,5,3,1162112,691,560,0.8
0,215611,3,116,1,0,987998,776,5482,7.1
0,215659,4,104,1,1,79273,1535,457,0.3
0,215667,6,88,1,5,1176964,683,330,0.5
0,215674,12,354,8,3,394835,1214,5956,4.9
0,215676,19,371,3,1,622359,1030,74,0.1
0,215677,2,41,2,0,1264516,593,3,0
0,215679,43,1522,32,8,394835,1214,5956,4.9
0,215688,4,67,1,3,986857,776,15,0
0,215697,7,152,5,1,394835,1214,5956,4.9
0,215698,5,115,1,0,586366,1052,107,0.1
0,215709,58,1312,41,7,858148,868,2130,2.5
0,215712,10,218,6,0,1030895,756,686,0.9
0,215716,6,151,1,1,107231,1387,4219,3
0,215741,7,101,1,1,549205,1070,11,0
0,215751,6,115,7,0,36710,1563,837,0.5
0,215788,4,61,0,2,1030895,756,686,0.9
0,215793,2,167,2,0,1264160,595,6,0
0,215808,11,270,3,0,955367,791,243,0.3
0,215811,4,70,2,2,292847,1291,1935,1.5
0,215830,20,837,16,3,394835,1214,5956,4.9
0,215872,2,77,0,0,1134342,706,3,0
0,215901,6,62,5,0,402539,1210,442,0.4
0,215961,5,82,1,2,802926,895,1,0
0,215977,21,240,6,0,332520,1262,274,0.2
0,215979,1,41,0,0,212881,1337,54,0
0,216000,6,71,1,2,719060,972,104,0.1
0,216042,8,165,3,6,225333,1330,19,0
0,216050,1,24,0,0,698211,983,1,0
0,216058,13,235,5,11,93629,1511,132,0.1
0,216060,0,71,0,0,261495,1312,1464,1.1
0,216062,34,2693,43,15,282025,1299,249,0.2
0,216068,50,1508,99,2,1179851,682,677,1
0,216069,20,285,25,3,111369,1386,2360,1.7
0,216085,6,70,4,5,1266509,590,1,0
0,216096,21,378,5,9,203886,1342,396,0.3
0,216107,9,178,4,7,579358,1055,1,0
0,216110,3,72,0,4,1225904,648,14,0
0,216111,1,38,0,0,1160046,692,8,0
0,216113,22,351,8,4,4290,1616,90,0.1
0,216121,8,129,1,2,42396,1559,231,0.1
0,216128,4,69,0,0,9863,1599,2,0
0,216130,8,136,7,0,1176964,683,330,0.5
0,216138,7,116,1,3,270548,1307,463,0.4
0,216140,31,2273,38,3,175125,1358,2694,2
0,216156,11,264,5,3,1143837,701,2942,4.2
0,216210,9,126,5,1,652304,1011,108,0.1
0,216221,43,1529,75,1,867935,863,2209,2.6
1,216225,69,13924,39,3,104849,1476,2395,1.6
0,216237,1,65,0,1,1151574,696,4,0
0,216255,5,62,0,0,879582,851,93,0.1
0,216282,24,1774,30,4,175125,1358,2694,2
0,216293,9,93,7,1,133568,1377,131,0.1
0,216316,7,87,8,1,394835,1214,5956,4.9
0,216332,2,65,0,1,1267494,589,6,0
0,216345,11,95,1,8,48464,1556,16,0
0,216369,3,43,2,0,1266119,591,29,0
0,216371,8,87,2,0,879582,851,93,0.1
0,216376,6,165,8,1,42396,1559,231,0.1
0,216400,3,64,0,0,1196486,673,1,0
0,216432,13,170,11,2,824775,883,1647,1.9
0,216434,9,267,3,0,220399,1333,276,0.2
0,216443,4,472,0,1,1154654,695,462,0.7
0,216508,3,33,2,0,50556,1555,263,0.2
0,216510,5,101,1,1,716219,973,801,0.8
0,216551,3,91,1,2,282947,1298,520,0.4
0,216557,5,108,9,1,577144,1056,103,0.1
0,216563,18,341,5,3,586366,1052,107,0.1
0,216590,50,1779,74,8,867935,863,2209,2.6
0,216628,1,24,0,0,139025,1375,1,0
0,216630,7,143,5,2,1268008,588,68,0.1
0,216672,0,13,0,0,332520,1262,274,0.2
0,216674,3,61,3,0,332520,1262,274,0.2
0,216675,9,110,1,0,332520,1262,274,0.2
0,216676,0,41,1,0,332520,1262,274,0.2
0,216694,14,209,1,11,4290,1616,90,0.1
0,216717,4,71,2,3,258446,1314,321,0.2
0,216752,4,58,3,0,406460,1208,2556,2.1
0,216755,4,148,1,0,1265947,591,182,0.3
0,216771,8,58,5,0,1030895,756,686,0.9
0,216772,9,144,3,1,879582,851,93,0.1
0,216773,4,70,1,0,1269295,586,12,0
0,216775,6,110,4,0,338676,1257,1264,1
0,216792,1,98,2,0,208936,1339,200,0.1
0,216821,0,14,0,0,1154654,695,462,0.7
0,216822,8,67,6,1,150709,1370,1220,0.9
0,216826,9,134,1,1,1154654,695,462,0.7
0,216829,7,126,1,0,1154654,695,462,0.7
0,216836,5,77,4,4,23585,1570,341,0.2
0,216839,2,102,2,0,346954,1252,15,0
0,216860,5,148,0,0,286814,1295,22,0
0,216875,13,182,9,4,925532,807,382,0.5
0,216886,40,1351,26,5,1143837,701,2942,4.2
1,216888,110,3445,143,38,557,1620,2828,1.7
0,216897,1,30,0,0,991162,774,230,0.3
0,216904,13,154,2,8,848256,873,1250,1.4
0,216909,0,32,0,0,361624,1240,137,0.1
0,216910,0,33,1,0,991162,774,230,0.3
0,216912,3,125,1,0,769357,920,11,0
0,216914,5,128,4,0,12488,1595,5803,3.6
0,216916,0,18,0,0,848256,873,1250,1.4
0,216920,3,54,0,0,508192,1098,36,0
0,216923,6,77,1,0,128997,1379,2,0
0,216927,3,36,0,0,90829,1517,143,0.1
0,216928,1,78,0,1,752486,940,110,0.1
0,216947,13,261,0,3,840602,876,385,0.4
0,216949,1,75,0,0,566641,1061,34,0
0,216950,3,35,0,0,566641,1061,34,0
0,216963,7,104,1,3,1236096,629,27,0
0,216964,12,227,13,1,13495,1594,118,0.1
0,216984,5,104,2,0,368829,1233,3,0
0,216996,7,174,3,1,1256918,605,65,0.1
0,217004,5,70,3,0,252923,1317,70,0.1
0,217006,4,52,1,0,950712,793,26,0
0,217008,11,139,1,1,394835,1214,5956,4.9
0,217010,17,714,2,1,1143837,701,2942,4.2
0,217029,2,47,1,0,1248632,615,7,0
0,217030,9,100,1,10,79016,1535,117,0.1
0,217041,1,59,3,0,88373,1524,101,0.1
0,217043,17,257,6,5,524103,1089,200,0.2
0,217045,6,117,1,2,115709,1384,131,0.1
0,217046,13,183,3,0,524103,1089,200,0.2
0,217058,26,618,20,4,343052,1254,1305,1
0,217074,1,32,0,0,115709,1384,131,0.1
0,217075,5,119,6,1,115709,1384,131,0.1
0,217088,4,81,3,0,87211,1527,338,0.2
0,217091,12,403,6,0,258446,1314,321,0.2
0,217118,7,99,2,4,292847,1291,1935,1.5
0,217120,3,161,0,2,115709,1384,131,0.1
1,217139,28,680,33,1,716219,973,801,0.8
0,217144,10,83,1,0,878151,853,446,0.5
0,217148,7,190,8,0,716219,973,801,0.8
0,217162,83,2605,41,6,1143837,701,2942,4.2
0,217164,2,59,0,0,1263202,597,13,0
0,217203,8,91,1,0,824638,883,226,0.3
0,217211,7,144,0,1,258446,1314,321,0.2
0,217215,5,79,2,4,925532,807,382,0.5
0,217216,10,577,5,14,141981,1374,41,0
0,217223,4,79,0,0,1263202,597,13,0
0,217238,1,34,0,0,613245,1036,1,0
0,217240,3,57,0,5,1229073,637,114,0.2
0,217241,7,78,3,5,1229073,637,114,0.2
0,217248,11,135,1,4,861413,867,11,0
0,217249,27,606,20,4,394835,1214,5956,4.9
0,217258,60,1988,12,8,1265710,591,1383,2.4
0,217270,14,217,0,7,1154654,695,462,0.7
0,217271,12,192,0,13,1154654,695,462,0.7
0,217279,1,49,2,0,1248667,615,8,0
0,217284,0,16,1,0,1236096,629,27,0
0,217286,8,381,8,4,523413,1089,431,0.4
0,217291,35,738,34,0,394835,1214,5956,4.9
0,217292,10,112,1,2,394835,1214,5956,4.9
0,217304,4,79,1,5,79273,1535,457,0.3
0,217322,0,38,1,0,292847,1291,1935,1.5
0,217327,2,49,1,0,651509,1012,122,0.1
0,217328,8,146,0,0,36588,1563,16,0
1,217331,29,1192,53,2,36710,1563,837,0.5
0,217345,2,52,0,0,456285,1179,99,0.1
0,217382,7,110,1,2,924382,809,1206,1.5
0,217383,12,146,5,3,816185,885,29,0
0,217384,2,201,0,0,258446,1314,321,0.2
0,217407,2,41,2,0,1154654,695,462,0.7
0,217459,3,57,2,0,1265947,591,182,0.3
0,217462,5,110,0,2,1218510,658,69,0.1
1,217463,38,2390,80,8,377985,1225,3536,2.9
0,217473,8,153,3,0,406460,1208,2556,2.1
0,217531,19,190,15,0,858148,868,2130,2.5
0,217541,4,44,2,0,19980,1580,19,0
0,217563,12,217,11,2,614780,1035,1718,1.7
0,217568,16,187,8,2,653016,1011,4429,4.4
0,217599,4,81,0,5,426350,1197,1535,1.3
0,217604,21,545,33,0,426350,1197,1535,1.3
0,217614,14,849,3,3,1262535,598,192,0.3
0,217617,1,34,0,0,773640,917,51,0.1
0,217628,2,56,0,0,637845,1020,1341,1.3
0,217632,0,46,3,0,25508,1568,841,0.5
0,217633,2,90,1,1,394835,1214,5956,4.9
0,217666,15,156,3,0,394835,1214,5956,4.9
0,217678,2,86,0,0,1030895,756,686,0.9
0,217689,9,149,0,2,341353,1255,1052,0.8
0,217706,3,141,0,1,115709,1384,131,0.1
0,217722,0,25,0,0,4886,1615,8977,5.6
0,217723,12,212,4,3,4886,1615,8977,5.6
0,217726,0,15,0,0,4886,1615,8977,5.6
0,217727,22,250,12,1,4886,1615,8977,5.6
0,217737,3,57,0,0,1220222,656,11,0
0,217743,8,165,1,3,1214701,663,997,1.5
0,217751,12,242,8,4,550387,1070,821,0.8
0,217755,16,296,5,4,903397,829,1112,1.3
0,217761,17,174,3,5,29300,1567,23,0
0,217766,5,89,3,1,29300,1567,23,0
0,217773,5,62,2,2,1273211,577,4,0
0,217774,18,515,2,30,913830,819,387,0.5
0,217799,5,212,9,0,383741,1221,15,0
0,217825,25,499,12,3,394835,1214,5956,4.9
0,217828,21,687,4,2,819306,884,936,1.1
0,217835,17,522,10,1,317064,1273,1381,1.1
0,217871,2,83,0,2,317064,1273,1381,1.1
0,217886,3,58,2,0,740737,954,220,0.2
0,217902,12,193,4,3,29300,1567,23,0
0,217903,1,29,0,0,97980,1499,1,0
0,217919,3,39,1,1,925532,807,382,0.5
0,217922,5,263,1,1,840602,876,385,0.4
0,217928,1,69,1,0,1273411,577,26,0
0,217929,2,40,1,1,1034036,755,1774,2.4
0,217941,14,161,3,9,840602,876,385,0.4
0,217942,6,73,3,1,740737,954,220,0.2
0,217943,12,292,4,2,740737,954,220,0.2
0,217965,46,2322,28,6,554722,1067,280,0.3
0,217977,2,43,1,0,1152549,696,1,0
0,217981,5,98,2,4,485335,1146,347,0.3
0,217986,5,120,0,0,840602,876,385,0.4
0,217990,5,63,0,0,1150512,697,4,0
0,217993,25,275,15,5,1154654,695,462,0.7
0,217995,1,69,0,0,408485,1207,62,0.1
0,218012,2,71,3,0,955820,791,400,0.5
1,218016,21,547,44,0,394835,1214,5956,4.9
0,218023,6,102,3,1,1214701,663,997,1.5
0,218025,31,648,31,15,1214701,663,997,1.5
0,218041,5,74,2,2,740737,954,220,0.2
0,218046,7,98,3,1,441707,1188,1249,1.1
0,218067,17,210,0,14,1385,1619,2278,1.4
0,218090,11,234,4,5,653016,1011,4429,4.4
0,218115,2,90,0,0,292847,1291,1935,1.5
0,218120,3,102,8,0,292847,1291,1935,1.5
0,218121,21,312,7,14,343117,1254,8,0
0,218123,2,73,0,0,773640,917,51,0.1
0,218126,13,229,7,2,338676,1257,1264,1
1,218144,53,1323,46,3,1274314,576,34,0.1
0,218157,4,158,7,0,227603,1329,1,0
0,218159,23,1064,30,11,167042,1362,603,0.4
0,218168,22,220,2,10,819306,884,936,1.1
0,218188,29,1273,22,14,4290,1616,90,0.1
0,218189,3,68,0,0,317064,1273,1381,1.1
0,218195,3,111,1,1,1228114,638,234,0.4
0,218200,50,1125,29,5,955135,791,700,0.9
0,218204,0,80,1,0,1140103,703,110,0.2
0,218206,3,57,1,1,1154654,695,462,0.7
0,218214,29,710,65,6,969261,785,177,0.2
0,218224,19,218,4,2,9814,1599,24,0
0,218228,11,159,0,9,9814,1599,24,0
0,218257,6,81,1,2,848256,873,1250,1.4
0,218263,1,77,1,0,795768,901,153,0.2
0,218269,2,40,0,0,1275128,575,5,0
0,218277,30,1061,17,2,632797,1024,723,0.7
0,218305,34,535,5,16,167042,1362,603,0.4
0,218306,2,90,1,0,1002868,768,586,0.8
0,218319,14,471,7,5,390030,1216,293,0.2
0,218321,20,591,17,3,550387,1070,821,0.8
0,218338,6,110,0,2,1275537,574,62,0.1
0,218340,1,429,0,0,1275537,574,62,0.1
0,218343,9,176,0,2,1275537,574,62,0.1
0,218352,0,36,0,0,740737,954,220,0.2
1,218355,33,723,44,2,493296,1124,10,0
0,218363,8,183,2,9,4886,1615,8977,5.6
0,218372,16,192,5,3,740737,954,220,0.2
0,218381,1,55,0,0,15291,1589,3,0
0,218392,76,3289,140,13,523413,1089,431,0.4
0,218397,11,155,2,1,1217217,660,98,0.1
0,218402,11,127,3,1,487615,1142,523,0.5
0,218408,5,70,2,1,1154654,695,462,0.7
0,218433,45,985,15,8,656380,1009,785,0.8
0,218440,9,123,13,0,258446,1314,321,0.2
0,218445,2,93,0,0,653968,1010,9,0
0,218454,14,774,18,5,167042,1362,603,0.4
0,218463,8,157,9,0,488640,1130,4695,4.2
0,218469,1,28,0,0,42051,1559,14,0
0,218470,2,78,4,0,156029,1368,980,0.7
0,218472,4,78,3,0,42051,1559,14,0
0,218476,7,187,1,2,369597,1232,4855,3.9
0,218483,20,297,5,7,60728,1549,1699,1.1
0,218486,14,235,2,10,991162,774,230,0.3
0,218493,13,171,1,8,550387,1070,821,0.8
0,218497,11,284,5,9,696697,984,307,0.3
0,218507,22,462,12,4,550387,1070,821,0.8
0,218517,0,62,1,1,550387,1070,821,0.8
0,218527,3,44,0,0,1274314,576,34,0.1
0,218537,12,212,3,6,343117,1254,8,0
0,218538,11,163,2,7,773640,917,51,0.1
0,218556,5,84,2,3,458108,1178,29,0
0,218557,24,389,13,2,394835,1214,5956,4.9
0,218559,4,102,0,2,231953,1327,329,0.2
0,218562,5,61,1,2,515279,1093,1004,0.9
0,218566,7,136,1,7,773640,917,51,0.1
0,218567,0,526,0,0,365965,1237,5191,4.2
0,218568,63,3943,0,0,365965,1237,5191,4.2
0,218575,2,36,0,0,487615,1142,523,0.5
0,218614,1,38,0,0,1200527,671,1821,2.7
0,218625,21,431,5,4,312685,1275,2410,1.9
1,218627,161,6654,301,32,477561,1161,966,0.8
0,218629,63,1245,30,8,312685,1275,2410,1.9
0,218632,4,84,0,0,350742,1249,330,0.3
0,218637,18,199,3,4,312685,1275,2410,1.9
1,218653,49,1099,64,6,410604,1206,1757,1.5
0,218667,13,219,7,0,550387,1070,821,0.8
1,218677,25,481,46,2,406460,1208,2556,2.1
0,218679,26,523,4,1,924382,809,1206,1.5
0,218682,5,92,3,1,840602,876,385,0.4
0,218701,1,34,0,0,1274314,576,34,0.1
0,218709,62,2742,104,19,91990,1514,744,0.5
0,218711,58,1960,71,16,91990,1514,744,0.5
0,218713,6,85,0,2,390030,1216,293,0.2
0,218719,45,1135,37,25,410604,1206,1757,1.5
0,218732,1,28,1,1,487615,1142,523,0.5
0,218743,2,37,2,0,1154654,695,462,0.7
0,218766,11,117,11,1,1274314,576,34,0.1
0,218776,23,443,6,3,1017975,761,67,0.1
0,218778,5,95,1,0,740737,954,220,0.2
0,218780,167,5851,304,50,1067564,740,1317,1.8
1,218791,61,6158,45,3,13980,1593,3978,2.5
0,218806,10,171,0,11,1260498,600,901,1.5
0,218822,5,162,1,5,1741,1619,2,0
0,218824,27,683,23,0,156029,1368,980,0.7
0,218827,9,569,5,1,156029,1368,980,0.7
0,218835,22,243,10,3,218675,1334,1615,1.2
0,218837,6,87,1,0,532578,1084,47,0
0,218843,0,66,1,0,550387,1070,821,0.8
0,218844,3,210,1,0,1259137,602,142,0.2
0,218856,18,168,2,1,740737,954,220,0.2
0,218857,42,782,36,21,724104,969,70,0.1
0,218862,1,40,2,0,1176964,683,330,0.5
0,218869,19,288,9,11,659701,1007,1466,1.5
0,218870,49,1523,37,9,312685,1275,2410,1.9
0,218890,6,173,3,7,987998,776,5482,7.1
0,218910,2,47,0,0,625657,1028,7,0
0,218912,10,123,5,0,1162112,691,560,0.8
0,218918,5,47,2,0,1154654,695,462,0.7
0,218924,7,120,0,5,867935,863,2209,2.6
0,218930,17,213,3,9,1126338,710,46,0.1
0,218939,9,195,3,2,1278241,571,5,0
0,218943,13,348,2,0,312685,1275,2410,1.9
0,218998,15,127,1,7,659701,1007,1466,1.5
0,219012,10,87,3,0,858148,868,2130,2.5
0,219021,0,68,0,0,436725,1192,522,0.4
0,219023,31,877,13,5,554722,1067,280,0.3
0,219040,0,32,0,0,862421,866,1159,1.3
0,219054,7,282,1,2,390030,1216,293,0.2
0,219059,22,902,20,5,91990,1514,744,0.5
0,219070,26,518,29,2,311794,1276,120,0.1
0,219074,1,97,0,0,178502,1356,6,0
0,219112,15,376,4,4,1017975,761,67,0.1
0,219122,4,75,0,5,1017975,761,67,0.1
0,219129,5,113,1,0,1279039,570,1,0
0,219132,27,340,7,7,69027,1544,547,0.4
0,219134,24,734,18,8,66633,1545,336,0.2
0,219143,4,136,2,1,802294,896,15,0
0,219164,11,161,3,4,488640,1130,4695,4.2
0,219165,48,3324,63,20,122830,1381,3681,2.7
0,219166,10,135,1,2,1275668,574,14,0
0,219167,19,256,13,1,543174,1079,6920,6.4
0,219169,29,397,17,2,1274029,576,23,0
0,219177,5,142,0,0,1034036,755,1774,2.4
0,219196,2,162,2,0,410320,1206,25,0
0,219212,8,109,1,4,125369,1380,92,0.1
0,219215,3,71,0,5,125369,1380,92,0.1
0,219222,5,108,0,0,802294,896,15,0
0,219233,2,169,0,1,372139,1230,834,0.7
0,219244,94,2848,33,19,682813,992,870,0.9
0,219256,16,218,5,5,1385,1619,2278,1.4
0,219258,1,50,0,0,1276917,572,27,0
0,219266,18,461,9,1,1276917,572,27,0
0,219288,2,71,0,0,92832,1512,44,0
