Recommended,SuggID,Responses,Views,VoteUp,VoteDown,AuthID,AuthTenure,AuthPosts,AuthPost/Day,AuthScore,Up/Down,Up/Views,Down/Views,UpViewsRank
0,156999,28,523,5,4,632797,1024,723,0.7,0.289867471,1.25,0.009560229,0.007648184,0
0,249277,13,373,5,6,632797,1024,723,0.7,0.289867471,0.833333333,0.013404826,0.016085791,0
0,170435,7,174,4,4,632797,1024,723,0.7,0.289867471,1,0.022988506,0.022988506,0
0,159340,9,180,2,5,632797,1024,723,0.7,0.289867471,0.4,0.011111111,0.027777778,0
0,159544,10,268,2,8,632797,1024,723,0.7,0.289867471,0.25,0.007462687,0.029850746,0
0,276737,9,253,2,0,632797,1024,723,0.7,0.289867471,0,0.007905138,0,0
0,240757,16,425,1,12,632797,1024,723,0.7,0.289867471,0.083333333,0.002352941,0.028235294,0
0,159543,0,22,0,0,632797,1024,723,0.7,0.289867471,0,0,0,0
0,230400,4,109,0,0,632797,1024,723,0.7,0.289867471,0,0,0,0
0,260121,2,137,0,0,632797,1024,723,0.7,0.289867471,0,0,0,0
0,152715,71,1031,63,4,805695,892,1339,1.5,0.289830074,15.75,0.061105723,0.003879728,0
0,158476,31,410,33,4,805695,892,1339,1.5,0.289830074,8.25,0.080487805,0.009756098,0
0,158785,28,337,24,4,805695,892,1339,1.5,0.289830074,6,0.071216617,0.011869436,0
0,156452,44,599,18,14,805695,892,1339,1.5,0.289830074,1.285714286,0.030050083,0.023372287,0
0,257858,9,161,12,1,805695,892,1339,1.5,0.289830074,12,0.074534161,0.00621118,0
0,152755,11,153,5,8,805695,892,1339,1.5,0.289830074,0.625,0.032679739,0.052287582,0
0,157972,14,180,1,7,805695,892,1339,1.5,0.289830074,0.142857143,0.005555556,0.038888889,0
0,152775,7,93,0,8,805695,892,1339,1.5,0.289830074,0,0,0.086021505,0
0,257857,1,60,0,0,805695,892,1339,1.5,0.289830074,0,0,0,0
0,109751,29,408,35,8,486734,1144,1136,1,0.289676556,4.375,0.085784314,0.019607843,0
1,206581,34,434,35,0,486734,1144,1136,1,0.289676556,0,0.080645161,0,0
0,197834,15,155,4,2,486734,1144,1136,1,0.289676556,2,0.025806452,0.012903226,0
0,159943,5,79,3,0,486734,1144,1136,1,0.289676556,0,0.037974684,0,0
0,199170,4,49,2,1,486734,1144,1136,1,0.289676556,2,0.040816327,0.020408163,0
0,209892,9,81,2,4,486734,1144,1136,1,0.289676556,0.5,0.024691358,0.049382716,0
0,221728,3,68,1,3,486734,1144,1136,1,0.289676556,0.333333333,0.014705882,0.044117647,0
0,194673,9,166,1,5,486734,1144,1136,1,0.289676556,0.2,0.006024096,0.030120482,0
0,159705,1,34,0,0,486734,1144,1136,1,0.289676556,0,0,0,0
0,199168,1,13,0,0,486734,1144,1136,1,0.289676556,0,0,0,0
0,166313,133,5587,83,10,412495,1205,1052,0.9,0.289614872,8.3,0.014855916,0.001789869,0
0,155810,22,240,12,8,412495,1205,1052,0.9,0.289614872,1.5,0.05,0.033333333,0
0,128178,20,250,3,9,412495,1205,1052,0.9,0.289614872,0.333333333,0.012,0.036,0
0,155778,7,76,1,2,412495,1205,1052,0.9,0.289614872,0.5,0.013157895,0.026315789,0
0,155728,0,26,0,0,412495,1205,1052,0.9,0.289614872,0,0,0,0
0,155809,0,10,0,0,412495,1205,1052,0.9,0.289614872,0,0,0,0
0,145361,41,1190,112,13,689036,989,605,0.6,0.28954699,8.615384615,0.094117647,0.01092437,1
0,138530,9,229,5,0,689036,989,605,0.6,0.28954699,0,0.021834061,0,0
0,147173,4,46,3,0,689036,989,605,0.6,0.28954699,0,0.065217391,0,0
0,145311,0,12,0,0,689036,989,605,0.6,0.28954699,0,0,0,0
0,199446,13,291,19,1,1036114,754,56,0.1,0.289517227,19,0.065292096,0.003436426,0
0,180415,3,129,2,0,52609,1554,210,0.1,0.289513184,0,0.015503876,0,0
0,227948,21,514,4,0,71896,1542,655,0.4,0.289461519,0,0.007782101,0,0
0,123954,9,163,7,3,349812,1249,21,0,0.289437153,2.333333333,0.042944785,0.018404908,0
0,211886,12,181,10,2,622747,1030,269,0.3,0.289355195,5,0.055248619,0.011049724,0
0,210490,11,206,4,5,61825,1548,542,0.4,0.289305773,0.8,0.019417476,0.024271845,0
0,145694,4,157,4,0,61825,1548,542,0.4,0.289305773,0,0.025477707,0,0
0,222421,4,105,1,2,61825,1548,542,0.4,0.289305773,0.5,0.00952381,0.019047619,0
0,126867,7,145,1,3,61825,1548,542,0.4,0.289305773,0.333333333,0.006896552,0.020689655,0
0,211690,7,140,1,4,61825,1548,542,0.4,0.289305773,0.25,0.007142857,0.028571429,0
0,202173,6,104,1,6,61825,1548,542,0.4,0.289305773,0.166666667,0.009615385,0.057692308,0
0,237043,3,143,0,2,61825,1548,542,0.4,0.289305773,0,0,0.013986014,0
0,249303,0,110,0,0,61825,1548,542,0.4,0.289305773,0,0,0,0
0,259511,1,238,0,0,61825,1548,542,0.4,0.289305773,0,0,0,0
0,260073,10,136,8,4,112738,1386,560,0.4,0.28911067,2,0.058823529,0.029411765,0
0,188391,4,75,1,1,112738,1386,560,0.4,0.28911067,1,0.013333333,0.013333333,0
0,222013,4,85,1,1,112738,1386,560,0.4,0.28911067,1,0.011764706,0.011764706,0
0,233676,5,87,1,3,112738,1386,560,0.4,0.28911067,0.333333333,0.011494253,0.034482759,0
0,126288,43,523,53,2,126616,1380,347,0.3,0.288989162,26.5,0.101338432,0.003824092,1
0,155164,19,236,10,2,126616,1380,347,0.3,0.288989162,5,0.042372881,0.008474576,0
0,154455,9,106,4,2,126616,1380,347,0.3,0.288989162,2,0.037735849,0.018867925,0
0,154276,15,148,2,8,126616,1380,347,0.3,0.288989162,0.25,0.013513514,0.054054054,0
0,154803,2,42,1,3,126616,1380,347,0.3,0.288989162,0.333333333,0.023809524,0.071428571,0
0,114663,2,71,1,0,126616,1380,347,0.3,0.288989162,0,0.014084507,0,0
0,140431,9,117,1,0,126616,1380,347,0.3,0.288989162,0,0.008547009,0,0
0,114675,2,121,0,5,126616,1380,347,0.3,0.288989162,0,0,0.041322314,0
0,153872,2,70,0,0,126616,1380,347,0.3,0.288989162,0,0,0,0
0,153879,1,62,0,0,126616,1380,347,0.3,0.288989162,0,0,0,0
0,155163,0,7,0,0,126616,1380,347,0.3,0.288989162,0,0,0,0
0,155165,0,13,0,0,126616,1380,347,0.3,0.288989162,0,0,0,0
0,265323,2,148,2,0,63887,1547,360,0.2,0.288899806,0,0.013513514,0,0
0,220451,9,656,21,18,129494,1379,17,0,0.288847832,1.166666667,0.032012195,0.027439024,0
0,273764,0,33,1,0,129494,1379,17,0,0.288847832,0,0.03030303,0,0
0,191920,30,752,16,3,40999,1560,58,0,0.288612701,5.333333333,0.021276596,0.003989362,0
0,278145,0,169,2,2,40999,1560,58,0,0.288612701,1,0.01183432,0.01183432,0
0,191907,3,59,0,0,40999,1560,58,0,0.288612701,0,0,0,0
0,122424,8,134,2,1,69902,1543,146,0.1,0.288592301,2,0.014925373,0.007462687,0
0,259729,35,851,35,3,690245,988,2145,2.2,0.288545915,11.66666667,0.041128085,0.003525264,0
1,242248,25,526,34,1,690245,988,2145,2.2,0.288545915,34,0.064638783,0.001901141,0
0,246886,8,203,8,2,690245,988,2145,2.2,0.288545915,4,0.039408867,0.009852217,0
0,253577,7,785,6,0,690245,988,2145,2.2,0.288545915,0,0.007643312,0,0
0,232740,6,140,2,6,690245,988,2145,2.2,0.288545915,0.333333333,0.014285714,0.042857143,0
0,237418,7,896,2,0,690245,988,2145,2.2,0.288545915,0,0.002232143,0,0
0,229550,2,119,0,0,690245,988,2145,2.2,0.288545915,0,0,0,0
0,239150,3,110,0,0,690245,988,2145,2.2,0.288545915,0,0,0,0
0,187445,49,961,75,6,560497,1064,43,0,0.288507485,12.5,0.078043704,0.006243496,0
0,187331,3,35,0,0,560497,1064,43,0,0.288507485,0,0,0,0
0,169905,16,359,6,1,44052,1558,39,0,0.288436499,6,0.016713092,0.002785515,0
0,170023,9,266,3,1,44052,1558,39,0,0.288436499,3,0.011278195,0.003759398,0
0,170760,0,125,1,0,44052,1558,39,0,0.288436499,0,0.008,0,0
1,154972,103,2549,104,9,398723,1212,416,0.3,0.288411257,11.55555556,0.040800314,0.003530796,0
0,193322,9,109,9,1,398723,1212,416,0.3,0.288411257,9,0.082568807,0.009174312,0
0,138974,8,76,1,1,398723,1212,416,0.3,0.288411257,1,0.013157895,0.013157895,0
0,297966,1,111,1,0,398723,1212,416,0.3,0.288411257,0,0.009009009,0,0
0,297967,1,166,1,0,398723,1212,416,0.3,0.288411257,0,0.006024096,0,0
0,193319,1,27,0,0,398723,1212,416,0.3,0.288411257,0,0,0,0
0,113879,99,4366,125,95,363069,1239,499,0.4,0.288410238,1.315789474,0.028630325,0.021759047,0
0,113730,5,164,0,0,363069,1239,499,0.4,0.288410238,0,0,0,0
0,278619,29,867,31,2,218897,1334,527,0.4,0.288371693,15.5,0.035755479,0.002306805,0
0,151824,13,230,12,4,218897,1334,527,0.4,0.288371693,3,0.052173913,0.017391304,0
0,242016,25,455,8,3,218897,1334,527,0.4,0.288371693,2.666666667,0.017582418,0.006593407,0
0,171020,1,89,1,1,218897,1334,527,0.4,0.288371693,1,0.011235955,0.011235955,0
0,170513,6,180,0,0,218897,1334,527,0.4,0.288371693,0,0,0,0
0,278620,6,150,0,1,218897,1334,527,0.4,0.288371693,0,0,0.006666667,0
0,219070,26,518,29,2,311794,1276,120,0.1,0.288222947,14.5,0.055984556,0.003861004,0
0,131923,0,20,0,0,311794,1276,120,0.1,0.288222947,0,0,0,0
0,156139,3,102,2,3,78097,1536,3,0,0.288108658,0.666666667,0.019607843,0.029411765,0
0,277001,16,1819,25,2,504617,1104,668,0.6,0.28803642,12.5,0.013743815,0.001099505,0
0,184565,16,263,23,0,504617,1104,668,0.6,0.28803642,0,0.087452471,0,0
0,277629,0,1396,2,0,504617,1104,668,0.6,0.28803642,0,0.001432665,0,0
0,264174,9,343,13,0,29211,1567,47,0,0.287776235,0,0.037900875,0,0
0,189619,4,60,2,2,29211,1567,47,0,0.287776235,1,0.033333333,0.033333333,0
0,150748,3,67,0,0,29211,1567,47,0,0.287776235,0,0,0,0
0,151705,0,17,0,0,29211,1567,47,0,0.287776235,0,0,0,0
0,200008,1,48,0,0,29211,1567,47,0,0.287776235,0,0,0,0
0,114636,5,93,1,2,1046,1620,71,0,0.287767485,0.5,0.010752688,0.021505376,0
0,189182,78,2513,136,13,361789,1240,484,0.4,0.287694161,10.46153846,0.054118583,0.0051731,0
0,189040,63,2383,135,23,361789,1240,484,0.4,0.287694161,5.869565217,0.05665128,0.0096517,0
0,169974,21,324,4,6,361789,1240,484,0.4,0.287694161,0.666666667,0.012345679,0.018518519,0
0,169793,16,199,3,8,361789,1240,484,0.4,0.287694161,0.375,0.015075377,0.040201005,0
0,183640,16,178,2,7,361789,1240,484,0.4,0.287694161,0.285714286,0.011235955,0.039325843,0
0,186794,21,315,2,9,361789,1240,484,0.4,0.287694161,0.222222222,0.006349206,0.028571429,0
0,169746,9,112,1,7,361789,1240,484,0.4,0.287694161,0.142857143,0.008928571,0.0625,0
0,169714,4,58,0,1,361789,1240,484,0.4,0.287694161,0,0,0.017241379,0
0,169735,4,106,0,0,361789,1240,484,0.4,0.287694161,0,0,0,0
0,169780,10,137,0,7,361789,1240,484,0.4,0.287694161,0,0,0.051094891,0
0,174607,8,177,0,2,361789,1240,484,0.4,0.287694161,0,0,0.011299435,0
0,189161,13,140,0,5,361789,1240,484,0.4,0.287694161,0,0,0.035714286,0
0,191169,2,90,0,0,74308,1540,1291,0.8,0.287689291,0,0,0,0
0,191371,1,79,0,0,74308,1540,1291,0.8,0.287689291,0,0,0,0
0,171942,4,72,3,2,321783,1270,88,0.1,0.287670959,1.5,0.041666667,0.027777778,0
0,184432,6,359,9,0,37944,1562,176,0.1,0.287662,0,0.025069638,0,0
0,184429,1,92,0,0,37944,1562,176,0.1,0.287662,0,0,0,0
0,219896,10,181,6,1,278074,1301,12,0,0.287660758,6,0.033149171,0.005524862,0
0,114027,4,81,2,1,29803,1566,230,0.1,0.287485665,2,0.024691358,0.012345679,0
0,114007,1,34,0,0,29803,1566,230,0.1,0.287485665,0,0,0,0
0,145606,25,428,11,8,77768,1537,126,0.1,0.287424861,1.375,0.025700935,0.018691589,0
0,190932,2,51,1,0,77768,1537,126,0.1,0.287424861,0,0.019607843,0,0
0,145601,2,28,0,0,77768,1537,126,0.1,0.287424861,0,0,0,0
0,262078,28,1079,41,1,202091,1343,380,0.3,0.28729797,41,0.037998146,0.000926784,0
0,268326,15,620,5,3,202091,1343,380,0.3,0.28729797,1.666666667,0.008064516,0.00483871,0
0,260335,19,403,4,11,202091,1343,380,0.3,0.28729797,0.363636364,0.009925558,0.027295285,0
0,267797,14,260,2,12,202091,1343,380,0.3,0.28729797,0.166666667,0.007692308,0.046153846,0
0,261607,22,361,2,12,202091,1343,380,0.3,0.28729797,0.166666667,0.005540166,0.033240997,0
0,179183,36,660,17,9,372139,1230,834,0.7,0.287261859,1.888888889,0.025757576,0.013636364,0
0,134207,18,286,10,22,372139,1230,834,0.7,0.287261859,0.454545455,0.034965035,0.076923077,0
0,177872,26,327,9,10,372139,1230,834,0.7,0.287261859,0.9,0.027522936,0.03058104,0
0,210501,18,475,8,4,372139,1230,834,0.7,0.287261859,2,0.016842105,0.008421053,0
0,166690,27,638,7,6,372139,1230,834,0.7,0.287261859,1.166666667,0.010971787,0.009404389,0
0,126127,22,287,6,13,372139,1230,834,0.7,0.287261859,0.461538462,0.020905923,0.045296167,0
0,195086,25,751,5,3,372139,1230,834,0.7,0.287261859,1.666666667,0.00665779,0.003994674,0
0,153667,5,108,5,0,372139,1230,834,0.7,0.287261859,0,0.046296296,0,0
0,128983,3,84,4,1,372139,1230,834,0.7,0.287261859,4,0.047619048,0.011904762,0
0,234881,10,285,4,1,372139,1230,834,0.7,0.287261859,4,0.014035088,0.003508772,0
0,290027,16,760,4,4,372139,1230,834,0.7,0.287261859,1,0.005263158,0.005263158,0
0,264239,13,328,4,8,372139,1230,834,0.7,0.287261859,0.5,0.012195122,0.024390244,0
0,234875,12,317,3,1,372139,1230,834,0.7,0.287261859,3,0.009463722,0.003154574,0
0,210557,5,375,3,2,372139,1230,834,0.7,0.287261859,1.5,0.008,0.005333333,0
0,222158,14,333,3,4,372139,1230,834,0.7,0.287261859,0.75,0.009009009,0.012012012,0
0,129205,23,225,3,11,372139,1230,834,0.7,0.287261859,0.272727273,0.013333333,0.048888889,0
0,129421,12,165,3,13,372139,1230,834,0.7,0.287261859,0.230769231,0.018181818,0.078787879,0
0,192207,11,196,1,3,372139,1230,834,0.7,0.287261859,0.333333333,0.005102041,0.015306122,0
0,129201,2,75,1,0,372139,1230,834,0.7,0.287261859,0,0.013333333,0,0
0,222152,11,346,1,0,372139,1230,834,0.7,0.287261859,0,0.002890173,0,0
0,222307,4,353,1,0,372139,1230,834,0.7,0.287261859,0,0.002832861,0,0
0,125560,14,142,0,11,372139,1230,834,0.7,0.287261859,0,0,0.077464789,0
0,126003,3,72,0,0,372139,1230,834,0.7,0.287261859,0,0,0,0
0,219233,2,169,0,1,372139,1230,834,0.7,0.287261859,0,0,0.00591716,0
0,222695,13,235,0,6,372139,1230,834,0.7,0.287261859,0,0,0.025531915,0
0,234886,4,173,0,2,372139,1230,834,0.7,0.287261859,0,0,0.011560694,0
0,250171,10,297,0,5,372139,1230,834,0.7,0.287261859,0,0,0.016835017,0
0,268726,5,186,0,2,372139,1230,834,0.7,0.287261859,0,0,0.010752688,0
0,249686,5,136,2,1,49859,1555,42,0,0.28723952,2,0.014705882,0.007352941,0
0,256107,33,1176,47,4,752558,940,72,0.1,0.287159208,11.75,0.039965986,0.003401361,0
0,175690,17,271,5,10,1640,1619,109,0.1,0.286791349,0.5,0.018450185,0.036900369,0
0,175685,2,64,0,0,1640,1619,109,0.1,0.286791349,0,0,0,0
0,143853,68,1582,109,3,437331,1192,96,0.1,0.286735799,36.33333333,0.068900126,0.001896334,0
0,154539,23,1777,37,5,437331,1192,96,0.1,0.286735799,7.4,0.020821609,0.002813731,0
0,154406,19,257,8,7,437331,1192,96,0.1,0.286735799,1.142857143,0.031128405,0.027237354,0
0,158890,5,104,2,0,437331,1192,96,0.1,0.286735799,0,0.019230769,0,0
0,143759,1,72,0,0,437331,1192,96,0.1,0.286735799,0,0,0,0
0,154403,0,33,0,0,437331,1192,96,0.1,0.286735799,0,0,0,0
0,136192,42,844,38,7,132815,1377,419,0.3,0.286694022,5.428571429,0.045023697,0.008293839,0
0,233530,32,1106,12,15,132815,1377,419,0.3,0.286694022,0.8,0.01084991,0.013562387,0
0,136193,8,205,2,1,132815,1377,419,0.3,0.286694022,2,0.009756098,0.004878049,0
0,233529,0,54,0,0,132815,1377,419,0.3,0.286694022,0,0,0,0
0,111691,37,4565,54,0,327658,1265,747,0.6,0.286400532,0,0.011829135,0,0
0,110471,8,118,2,5,327658,1265,747,0.6,0.286400532,0.4,0.016949153,0.042372881,0
0,134395,41,852,29,10,419541,1201,71,0.1,0.286394308,2.9,0.034037559,0.011737089,0
0,129173,19,586,26,0,159166,1366,143,0.1,0.286055851,0,0.044368601,0,0
0,130061,15,321,10,2,159166,1366,143,0.1,0.286055851,5,0.031152648,0.00623053,0
0,143539,8,121,3,3,159166,1366,143,0.1,0.286055851,1,0.024793388,0.024793388,0
0,143537,0,29,0,0,159166,1366,143,0.1,0.286055851,0,0,0,0
0,286885,0,138,2,2,3198,1618,65,0,0.285999195,1,0.014492754,0.014492754,0
0,286335,4,258,1,2,3198,1618,65,0,0.285999195,0.5,0.003875969,0.007751938,0
0,183979,5,60,2,2,150275,1371,4,0,0.285883441,1,0.033333333,0.033333333,0
0,105981,5,321,0,0,440449,1190,3360,2.8,0.285870176,0,0,0,0
0,269818,9,260,3,4,14092,1593,31,0,0.285779452,0.75,0.011538462,0.015384615,0
0,275503,4,173,2,0,14092,1593,31,0,0.285779452,0,0.011560694,0,0
0,201131,4,82,1,0,11302,1596,56,0,0.285732424,0,0.012195122,0,0
0,123317,7,123,1,1,3793,1617,126,0.1,0.285707265,1,0.008130081,0.008130081,0
0,244243,11,335,3,3,26516,1568,317,0.2,0.285638415,1,0.008955224,0.008955224,0
0,167174,7,92,0,2,4472,1616,774,0.5,0.285629179,0,0,0.02173913,0
1,148530,77,1295,73,13,243424,1322,318,0.2,0.285567276,5.615384615,0.056370656,0.01003861,0
0,103867,17,348,5,10,243424,1322,318,0.2,0.285567276,0.5,0.014367816,0.028735632,0
0,149903,6,48,3,0,243424,1322,318,0.2,0.285567276,0,0.0625,0,0
0,182310,5,101,2,5,243424,1322,318,0.2,0.285567276,0.4,0.01980198,0.04950495,0
0,182312,14,202,2,7,243424,1322,318,0.2,0.285567276,0.285714286,0.00990099,0.034653465,0
0,104624,12,402,1,8,243424,1322,318,0.2,0.285567276,0.125,0.002487562,0.019900498,0
0,104597,15,421,1,15,243424,1322,318,0.2,0.285567276,0.066666667,0.002375297,0.035629454,0
0,149902,0,56,1,0,243424,1322,318,0.2,0.285567276,0,0.017857143,0,0
0,269490,0,60,1,0,243424,1322,318,0.2,0.285567276,0,0.016666667,0,0
0,235425,9,237,6,1,155210,1368,27,0,0.285547283,6,0.025316456,0.004219409,0
1,226674,19,975,39,1,341876,1255,221,0.2,0.285425461,39,0.04,0.001025641,0
0,243150,32,1501,22,0,341876,1255,221,0.2,0.285425461,0,0.014656895,0,0
0,235766,9,428,12,0,341876,1255,221,0.2,0.285425461,0,0.028037383,0,0
0,168063,6,82,2,0,341876,1255,221,0.2,0.285425461,0,0.024390244,0,0
0,226673,1,59,0,0,341876,1255,221,0.2,0.285425461,0,0,0,0
0,272219,40,960,24,7,231953,1327,329,0.2,0.285322279,3.428571429,0.025,0.007291667,0
0,271251,29,1124,22,4,231953,1327,329,0.2,0.285322279,5.5,0.019572954,0.003558719,0
0,270318,35,1202,20,7,231953,1327,329,0.2,0.285322279,2.857142857,0.016638935,0.005823627,0
0,140463,18,194,19,0,231953,1327,329,0.2,0.285322279,0,0.097938144,0,1
0,270097,8,233,6,1,231953,1327,329,0.2,0.285322279,6,0.025751073,0.004291845,0
0,248420,3,112,5,1,231953,1327,329,0.2,0.285322279,5,0.044642857,0.008928571,0
0,132222,10,171,5,3,231953,1327,329,0.2,0.285322279,1.666666667,0.029239766,0.01754386,0
0,269752,9,197,4,1,231953,1327,329,0.2,0.285322279,4,0.020304569,0.005076142,0
0,276270,13,364,4,3,231953,1327,329,0.2,0.285322279,1.333333333,0.010989011,0.008241758,0
0,274206,0,99,3,0,231953,1327,329,0.2,0.285322279,0,0.03030303,0,0
0,275257,11,241,2,1,231953,1327,329,0.2,0.285322279,2,0.008298755,0.004149378,0
0,253217,12,190,1,4,231953,1327,329,0.2,0.285322279,0.25,0.005263158,0.021052632,0
0,269281,1,63,1,0,231953,1327,329,0.2,0.285322279,0,0.015873016,0,0
0,270952,3,105,1,0,231953,1327,329,0.2,0.285322279,0,0.00952381,0,0
0,142962,1,38,0,0,231953,1327,329,0.2,0.285322279,0,0,0,0
0,171096,1,78,0,1,231953,1327,329,0.2,0.285322279,0,0,0.012820513,0
0,218559,4,102,0,2,231953,1327,329,0.2,0.285322279,0,0,0.019607843,0
0,269274,0,61,0,0,231953,1327,329,0.2,0.285322279,0,0,0,0
0,269282,0,85,0,0,231953,1327,329,0.2,0.285322279,0,0,0,0
0,270945,0,81,0,0,231953,1327,329,0.2,0.285322279,0,0,0,0
0,279459,3,127,0,0,231953,1327,329,0.2,0.285322279,0,0,0,0
0,286124,3,185,0,5,231953,1327,329,0.2,0.285322279,0,0,0.027027027,0
0,272478,11,440,21,3,448007,1184,1593,1.3,0.28531217,7,0.047727273,0.006818182,0
0,169592,22,441,16,4,448007,1184,1593,1.3,0.28531217,4,0.036281179,0.009070295,0
0,189179,9,117,1,9,448007,1184,1593,1.3,0.28531217,0.111111111,0.008547009,0.076923077,0
0,170780,1,140,1,0,448007,1184,1593,1.3,0.28531217,0,0.007142857,0,0
0,272477,0,59,0,0,448007,1184,1593,1.3,0.28531217,0,0,0,0
0,133819,10,113,2,3,79727,1535,11,0,0.285275973,0.666666667,0.017699115,0.026548673,0
0,261350,11,186,3,2,80660,1534,7,0,0.28523603,1.5,0.016129032,0.010752688,0
0,245934,7,277,2,1,15067,1590,282,0.2,0.285204446,2,0.007220217,0.003610108,0
0,271290,0,127,2,0,15067,1590,282,0.2,0.285204446,0,0.015748031,0,0
0,248463,0,39,0,0,15067,1590,282,0.2,0.285204446,0,0,0,0
0,188653,4,101,2,0,48661,1556,3,0,0.285195846,0,0.01980198,0,0
0,188062,4,88,1,1,48661,1556,3,0,0.285195846,1,0.011363636,0.011363636,0
0,134643,2,42,2,0,383070,1222,14,0,0.28519564,0,0.047619048,0,0
1,270057,30,1182,76,11,642530,1017,757,0.7,0.285026974,6.909090909,0.0642978,0.009306261,0
0,274337,49,2418,65,36,642530,1017,757,0.7,0.285026974,1.805555556,0.02688172,0.014888337,0
1,270068,33,1020,43,3,642530,1017,757,0.7,0.285026974,14.33333333,0.042156863,0.002941176,0
0,274513,50,2186,40,21,642530,1017,757,0.7,0.285026974,1.904761905,0.018298262,0.009606587,0
0,256092,17,307,23,1,642530,1017,757,0.7,0.285026974,23,0.074918567,0.003257329,0
0,274580,15,513,16,1,642530,1017,757,0.7,0.285026974,16,0.031189084,0.001949318,0
0,274459,14,187,8,5,642530,1017,757,0.7,0.285026974,1.6,0.042780749,0.026737968,0
0,273359,11,221,7,3,642530,1017,757,0.7,0.285026974,2.333333333,0.031674208,0.013574661,0
0,276086,21,400,6,7,642530,1017,757,0.7,0.285026974,0.857142857,0.015,0.0175,0
0,270862,7,122,4,2,642530,1017,757,0.7,0.285026974,2,0.032786885,0.016393443,0
0,273317,7,210,4,3,642530,1017,757,0.7,0.285026974,1.333333333,0.019047619,0.014285714,0
0,260263,5,135,3,1,642530,1017,757,0.7,0.285026974,3,0.022222222,0.007407407,0
0,274460,7,105,3,2,642530,1017,757,0.7,0.285026974,1.5,0.028571429,0.019047619,0
0,273365,5,146,3,0,642530,1017,757,0.7,0.285026974,0,0.020547945,0,0
0,288883,3,594,2,3,642530,1017,757,0.7,0.285026974,0.666666667,0.003367003,0.005050505,0
0,270075,12,162,2,4,642530,1017,757,0.7,0.285026974,0.5,0.012345679,0.024691358,0
0,274151,12,331,2,6,642530,1017,757,0.7,0.285026974,0.333333333,0.006042296,0.018126888,0
0,273304,6,181,2,0,642530,1017,757,0.7,0.285026974,0,0.011049724,0,0
0,273477,6,87,1,1,642530,1017,757,0.7,0.285026974,1,0.011494253,0.011494253,0
0,273314,7,139,1,1,642530,1017,757,0.7,0.285026974,1,0.007194245,0.007194245,0
0,273332,6,105,1,3,642530,1017,757,0.7,0.285026974,0.333333333,0.00952381,0.028571429,0
0,273505,0,56,1,0,642530,1017,757,0.7,0.285026974,0,0.017857143,0,0
0,257841,0,65,0,0,642530,1017,757,0.7,0.285026974,0,0,0,0
0,154735,4,73,1,0,24228,1568,102,0.1,0.284950025,0,0.01369863,0,0
0,189485,4,49,2,1,326951,1266,46,0,0.284910998,2,0.040816327,0.020408163,0
0,130026,86,6162,90,32,585136,1053,199,0.2,0.284846034,2.8125,0.014605648,0.005193119,0
0,189921,4,92,4,0,498402,1115,2627,2.4,0.28482266,0,0.043478261,0,0
0,189948,5,142,1,0,498402,1115,2627,2.4,0.28482266,0,0.007042254,0,0
0,189685,3,47,0,0,498402,1115,2627,2.4,0.28482266,0,0,0,0
0,186791,37,1012,26,6,455142,1180,485,0.4,0.284623956,4.333333333,0.0256917,0.005928854,0
0,160544,26,422,25,3,455142,1180,485,0.4,0.284623956,8.333333333,0.059241706,0.007109005,0
0,140275,20,688,20,11,455142,1180,485,0.4,0.284623956,1.818181818,0.029069767,0.015988372,0
0,150722,16,512,13,1,455142,1180,485,0.4,0.284623956,13,0.025390625,0.001953125,0
0,211267,10,378,13,2,455142,1180,485,0.4,0.284623956,6.5,0.034391534,0.005291005,0
0,185980,20,752,11,9,455142,1180,485,0.4,0.284623956,1.222222222,0.01462766,0.011968085,0
0,209483,32,722,10,11,455142,1180,485,0.4,0.284623956,0.909090909,0.013850416,0.015235457,0
0,159129,13,317,8,1,455142,1180,485,0.4,0.284623956,8,0.025236593,0.003154574,0
0,189848,14,187,6,3,455142,1180,485,0.4,0.284623956,2,0.032085561,0.016042781,0
0,205374,22,742,5,9,455142,1180,485,0.4,0.284623956,0.555555556,0.006738544,0.01212938,0
0,196628,8,384,3,1,455142,1180,485,0.4,0.284623956,3,0.0078125,0.002604167,0
0,164510,5,273,2,1,455142,1180,485,0.4,0.284623956,2,0.007326007,0.003663004,0
0,156118,2,27,0,1,455142,1180,485,0.4,0.284623956,0,0,0.037037037,0
0,173009,8,96,1,5,2064,1619,38,0,0.284548186,0.2,0.010416667,0.052083333,0
0,123049,55,1466,25,15,147272,1372,208,0.2,0.284546445,1.666666667,0.017053206,0.010231924,0
0,278807,12,535,12,1,147272,1372,208,0.2,0.284546445,12,0.022429907,0.001869159,0
0,168495,13,897,9,4,147272,1372,208,0.2,0.284546445,2.25,0.010033445,0.004459309,0
0,170608,20,424,7,2,147272,1372,208,0.2,0.284546445,3.5,0.016509434,0.004716981,0
0,176116,23,452,6,1,147272,1372,208,0.2,0.284546445,6,0.013274336,0.002212389,0
0,238958,8,152,4,3,147272,1372,208,0.2,0.284546445,1.333333333,0.026315789,0.019736842,0
0,256887,8,181,2,3,147272,1372,208,0.2,0.284546445,0.666666667,0.011049724,0.016574586,0
0,278315,8,154,0,2,147272,1372,208,0.2,0.284546445,0,0,0.012987013,0
